orient_error,obstacle,angular_velocity
-3.16,-3.14159265358979,-1.45184654447501
-3.16,-2.44346095279206,-1.47655659947009
-3.16,-1.74532925199433,-1.49033447568239
-3.16,-1.0471975511966,1.47058308175894
-3.16,-0.349065850398866,1.16517960296676
-3.16,0.349065850398866,-1.24899822841601
-3.16,1.0471975511966,-1.74415526982949
-3.16,1.74532925199433,-1.48395942055968
-3.16,2.44346095279206,-1.46368106003366
-3.16,3.14159265358979,-1.48161239282406
-2.45777777777778,-3.14159265358979,-1.56439543571531
-2.45777777777778,-2.44346095279206,-1.44232131190694
-2.45777777777778,-1.74532925199433,-1.57682979715699
-2.45777777777778,-1.0471975511966,1.63689424714822
-2.45777777777778,-0.349065850398866,1.32005141537505
-2.45777777777778,0.349065850398866,-1.2538578211639
-2.45777777777778,1.0471975511966,-1.39821717630931
-2.45777777777778,1.74532925199433,-1.57709435189584
-2.45777777777778,2.44346095279206,-1.44306011139813
-2.45777777777778,3.14159265358979,-1.50134403156773
-1.75555555555556,-3.14159265358979,-1.54378279375306
-1.75555555555556,-2.44346095279206,-1.46477775111226
-1.75555555555556,-1.74532925199433,-1.54577894248694
-1.75555555555556,-1.0471975511966,1.59988324373513
-1.75555555555556,-0.349065850398866,1.24181276595909
-1.75555555555556,0.349065850398866,-1.19068264953857
-1.75555555555556,1.0471975511966,-1.56502037650047
-1.75555555555556,1.74532925199433,-1.52218744805489
-1.75555555555556,2.44346095279206,-1.54037723725951
-1.75555555555556,3.14159265358979,-1.6236814214925
-1.05333333333333,-3.14159265358979,-1.48054465137724
-1.05333333333333,-2.44346095279206,-1.43553262554652
-1.05333333333333,-1.74532925199433,-1.58599577961078
-1.05333333333333,-1.0471975511966,1.60918985369063
-1.05333333333333,-0.349065850398866,1.3430961217214
-1.05333333333333,0.349065850398866,-1.31163762296104
-1.05333333333333,1.0471975511966,-1.62966977801336
-1.05333333333333,1.74532925199433,-1.42506317888788
-1.05333333333333,2.44346095279206,-1.51461767406991
-1.05333333333333,3.14159265358979,-1.40753329308468
-0.351111111111111,-3.14159265358979,-0.722740563447451
-0.351111111111111,-2.44346095279206,-0.773235031978025
-0.351111111111111,-1.74532925199433,-0.730008290916692
-0.351111111111111,-1.0471975511966,1.56078877613137
-0.351111111111111,-0.349065850398866,1.33565331030511
-0.351111111111111,0.349065850398866,-1.26715643680128
-0.351111111111111,1.0471975511966,-1.52360186434928
-0.351111111111111,1.74532925199433,-0.720918283156629
-0.351111111111111,2.44346095279206,-0.698291018949035
-0.351111111111111,3.14159265358979,-0.685549416898656
0.351111111111111,-3.14159265358979,0.729243057220815
0.351111111111111,-2.44346095279206,0.728008352429455
0.351111111111111,-1.74532925199433,0.725094203685282
0.351111111111111,-1.0471975511966,1.56477297285358
0.351111111111111,-0.349065850398866,1.41370096436274
0.351111111111111,0.349065850398866,-1.41386376296275
0.351111111111111,1.0471975511966,-1.68483281493175
0.351111111111111,1.74532925199433,0.696765989428236
0.351111111111111,2.44346095279206,0.686216188341378
0.351111111111111,3.14159265358979,0.704119586004875
1.05333333333333,-3.14159265358979,1.53629343225494
1.05333333333333,-2.44346095279206,1.55712345145177
1.05333333333333,-1.74532925199433,1.36811770925835
1.05333333333333,-1.0471975511966,1.53631666851746
1.05333333333333,-0.349065850398866,1.43446853742019
1.05333333333333,0.349065850398866,-1.39910534233411
1.05333333333333,1.0471975511966,-1.49389227486494
1.05333333333333,1.74532925199433,1.49969120022607
1.05333333333333,2.44346095279206,1.50051704544646
1.05333333333333,3.14159265358979,1.37482366527744
1.75555555555556,-3.14159265358979,1.50134350282197
1.75555555555556,-2.44346095279206,1.45623684510132
1.75555555555556,-1.74532925199433,1.39171060538454
1.75555555555556,-1.0471975511966,1.67270398388554
1.75555555555556,-0.349065850398866,1.23764755506198
1.75555555555556,0.349065850398866,-1.39068564454201
1.75555555555556,1.0471975511966,-1.66682982400167
1.75555555555556,1.74532925199433,1.36889524541398
1.75555555555556,2.44346095279206,1.43639747354658
1.75555555555556,3.14159265358979,1.40829837341926
2.45777777777778,-3.14159265358979,1.30673101590673
2.45777777777778,-2.44346095279206,1.47814530653391
2.45777777777778,-1.74532925199433,1.47178408483584
2.45777777777778,-1.0471975511966,1.46550174418161
2.45777777777778,-0.349065850398866,1.3918900857298
2.45777777777778,0.349065850398866,-1.25866582560438
2.45777777777778,1.0471975511966,-1.58749975949135
2.45777777777778,1.74532925199433,1.56679938293944
2.45777777777778,2.44346095279206,1.43661938113782
2.45777777777778,3.14159265358979,1.44821013301764
3.16,-3.14159265358979,1.58447614081661
3.16,-2.44346095279206,1.48246281640295
3.16,-1.74532925199433,1.46506589453102
3.16,-1.0471975511966,1.5766877609472
3.16,-0.349065850398866,1.40166274180579
3.16,0.349065850398866,-1.32037745704068
3.16,1.0471975511966,-1.50262735199146
3.16,1.74532925199433,1.41381445618339
3.16,2.44346095279206,1.49539663223341
3.16,3.14159265358979,1.29832632717737
